sp_com,sp_sci,food_type,wax_visible,wax_amount,age,sex,lat,lon,imageID,date,timestart,timefinish,waxplacement,waxfinished,cameratrap,guided,time_from_harvesttoplaced,trial,timestart_UNIX,timefinish_UNIX,waxplacement_UNIX,waxfinished_UNIX,duration,timeafterplacement,timefromwaxfinish,waxduration,censored,final_animal,arrival,cameratrap_endtimeUNIX,trapduration,interval start,interval finish,trap_duration_days,offset,offset_days
Four-toed sengi,Petrodromus tetradactylus,eating_fooduncertain,1,4,U,U,-12.139,38.09163,IMAG0077,29-09-15,29-09-15 23:56,29-09-15 23:58,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443570979,1443571094,1443525370,1444061475,115,45609,490496,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,F,-12.139,38.09163,IMAG0084,30-09-15,30-09-15 6:54,30-09-15 7:00,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443596082,1443596448,1443525370,1444061475,366,70713,465393,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax,1,4,J,F,-12.139,38.09163,IMAG0106,30-09-15,30-09-15 7:53,30-09-15 7:58,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443599596,1443599884,1443525370,1444061475,289,74226,461879,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax,1,4,J,M,-12.139,38.09163,IMAG0126,30-09-15,30-09-15 8:10,30-09-15 8:11,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443600655,1443600701,1443525370,1444061475,46,75285,460820,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,not_eating ,1,4,A,U,-12.139,38.09163,IMAG0188,30-09-15,30-09-15 11:35,30-09-15 11:35,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443612932,1443612932,1443525370,1444061475,0,87562,448543,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,U,-12.139,38.09163,IMAG0204,30-09-15,30-09-15 12:39,30-09-15 12:43,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443616764,1443616997,1443525370,1444061475,233,91394,444711,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,F,-12.139,38.09163,IMAG0230,30-09-15,30-09-15 14:38,30-09-15 14:38,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443623910,1443623926,1443525370,1444061475,16,98541,437565,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Four-toed sengi,Petrodromus tetradactylus,not_eating ,1,4,U,U,-12.139,38.09163,IMAG0234,30-09-15,30-09-15 20:50,30-09-15 20:55,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443646249,1443646513,1443525370,1444061475,265,120879,415226,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Four-toed sengi,Petrodromus tetradactylus,eating_fooduncertain,1,4,U,U,-12.139,38.09163,IMAG0250,01-10-15,01-10-15 0:01,01-10-15 0:26,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443657674,1443659188,1443525370,1444061475,1514,132304,403801,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Four-toed sengi,Petrodromus tetradactylus,eating_fooduncertain,1,4,U,U,-12.139,38.09163,IMAG0294,01-10-15,01-10-15 2:53,01-10-15 2:58,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443668016,1443668331,1443525370,1444061475,315,142647,393459,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,U,-12.139,38.09163,IMAG0320,01-10-15,01-10-15 8:57,01-10-15 9:03,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443689844,1443690216,1443525370,1444061475,373,164474,371631,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,F,-12.139,38.09163,IMAG0333,01-10-15,01-10-15 9:04,01-10-15 9:11,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443690275,1443690688,1443525370,1444061475,413,164906,371200,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,M,-12.139,38.09163,IMAG0334,01-10-15,01-10-15 9:06,01-10-15 9:09,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443690411,1443690577,1443525370,1444061475,166,165041,371064,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,M,-12.139,38.09163,IMAG0350,01-10-15,01-10-15 9:30,01-10-15 9:38,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443691820,1443692339,1443525370,1444061475,519,166450,369655,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,U,-12.139,38.09163,IMAG0366,01-10-15,01-10-15 10:14,01-10-15 10:24,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443694497,1443695070,1443525370,1444061475,573,169128,366978,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,U,-12.139,38.09163,IMAG0396,01-10-15,01-10-15 10:47,01-10-15 10:55,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443696449,1443696916,1443525370,1444061475,467,171079,365026,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,U,-12.139,38.09163,IMAG0430,01-10-15,01-10-15 11:10,01-10-15 11:13,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443697839,1443697986,1443525370,1444061475,147,172469,363636,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.139,38.09163,IMAG0450,01-10-15,01-10-15 14:44,01-10-15 14:45,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443710699,1443710716,1443525370,1444061475,18,185329,350776,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.139,38.09163,IMAG0454,01-10-15,01-10-15 15:02,01-10-15 15:06,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443711768,1443711975,1443525370,1444061475,207,186399,349707,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,M,-12.139,38.09163,IMAG0461,01-10-15,01-10-15 15:07,01-10-15 15:07,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443712046,1443712051,1443525370,1444061475,5,186676,349429,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.139,38.09163,IMAG0462,01-10-15,01-10-15 15:35,01-10-15 15:36,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443713722,1443713776,1443525370,1444061475,54,188352,347753,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Four-toed sengi,Petrodromus tetradactylus,eating_fooduncertain,1,4,U,U,-12.139,38.09163,IMAG0466,01-10-15,01-10-15 19:54,01-10-15 20:25,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443729264,1443731145,1443525370,1444061475,1881,203895,332211,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Dwarf galago sp,Galagoides sp,eating_fooduncertain,1,4,U,U,-12.139,38.09163,IMAG0528,01-10-15,01-10-15 22:05,01-10-15 22:06,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443737159,1443737172,1443525370,1444061475,13,211789,324316,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Four-toed sengi,Petrodromus tetradactylus,eating_fooduncertain,1,4,U,U,-12.139,38.09163,IMAG0532,01-10-15,01-10-15 22:33,01-10-15 22:44,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443738784,1443739444,1443525370,1444061475,660,213415,322691,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Dwarf galago sp,Galagoides sp,eating_fooduncertain,1,4,U,U,-12.139,38.09163,IMAG0556,02-10-15,02-10-15 0:03,02-10-15 0:06,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443744206,1443744377,1443525370,1444061475,172,218836,317269,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Four-toed sengi,Petrodromus tetradactylus,eating_fooduncertain,1,4,U,U,-12.139,38.09163,IMAG0568,02-10-15,02-10-15 1:01,02-10-15 1:10,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443747660,1443748238,1443525370,1444061475,578,222290,313815,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Crested francolin,Dendroperdix sephaena,not_eating ,1,4,A,U,-12.139,38.09163,IMAG0590,02-10-15,02-10-15 5:03,02-10-15 5:08,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443762184,1443762492,1443525370,1444061475,309,236814,299291,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Red-necked spurfowl,Pternistis afer,not_eating ,1,4,A,M,-12.139,38.09163,IMAG0606,02-10-15,02-10-15 5:21,02-10-15 5:22,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443763271,1443763331,1443525370,1444061475,61,237901,298204,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax,1,4,J,M,-12.139,38.09163,IMAG0612,02-10-15,02-10-15 5:49,02-10-15 5:58,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443764972,1443765518,1443525370,1444061475,546,239603,296503,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,U,-12.139,38.09163,IMAG0622,02-10-15,02-10-15 5:58,02-10-15 6:05,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443765503,1443765936,1443525370,1444061475,433,240133,295972,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,"M,F",-12.139,38.09163,IMAG0644,02-10-15,02-10-15 6:06,02-10-15 6:12,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443765966,1443766329,1443525370,1444061475,363,240596,295509,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,M,-12.139,38.09163,IMAG0670,02-10-15,02-10-15 7:18,02-10-15 7:18,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443770327,1443770334,1443525370,1444061475,8,244957,291148,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.139,38.09163,IMAG0672,02-10-15,02-10-15 7:30,02-10-15 7:31,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443771015,1443771095,1443525370,1444061475,81,245645,290460,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,M,-12.139,38.09163,IMAG0678,02-10-15,02-10-15 7:32,02-10-15 7:41,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443771175,1443771666,1443525370,1444061475,491,245805,290300,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,M,-12.139,38.09163,IMAG0688,02-10-15,02-10-15 7:46,02-10-15 7:50,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443772009,1443772222,1443525370,1444061475,213,246640,289466,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Mozambique Agama,Agama mossambica,not_eating ,1,4,A,U,-12.139,38.09163,IMAG0692,02-10-15,02-10-15 7:48,02-10-15 8:53,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443772087,1443776024,1443525370,1444061475,3937,246718,289388,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Lesser honeyguide,Indicator minor,not_eating ,1,4,A,U,-12.139,38.09163,IMAG0702,02-10-15,02-10-15 7:53,02-10-15 7:53,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443772395,1443772396,1443525370,1444061475,2,247025,289080,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,M,-12.139,38.09163,IMAG0704,02-10-15,02-10-15 7:53,02-10-15 7:59,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443772433,1443772764,1443525370,1444061475,331,247063,289042,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.139,38.09163,IMAG0808,02-10-15,02-10-15 10:57,02-10-15 10:58,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443783425,1443783499,1443525370,1444061475,74,258056,278050,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.139,38.09163,IMAG0870,02-10-15,02-10-15 12:49,02-10-15 12:50,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443790187,1443790257,1443525370,1444061475,70,264817,271288,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,U,-12.139,38.09163,IMAG0878,02-10-15,02-10-15 13:36,02-10-15 13:40,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443792974,1443793244,1443525370,1444061475,271,267604,268501,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,U,-12.139,38.09163,IMAG0896,02-10-15,02-10-15 14:09,02-10-15 14:27,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443794969,1443796034,1443525370,1444061475,1065,269599,266506,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,M,-12.139,38.09163,IMAG0944,02-10-15,02-10-15 15:24,02-10-15 15:29,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443799451,1443799765,1443525370,1444061475,315,274081,262024,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Scaly-throated honeyguide,Indicator variegatus,not_eating ,1,4,A,U,-12.139,38.09163,IMAG0003,02-10-15,02-10-15 17:08,02-10-15 17:09,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443805725,1443805741,1443525370,1444061475,16,280355,255750,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Four-toed sengi,Petrodromus tetradactylus,eating_fooduncertain,1,4,U,U,-12.139,38.09163,IMAG0007,02-10-15,02-10-15 18:41,02-10-15 18:45,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443811306,1443811540,1443525370,1444061475,234,285936,250169,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Four-toed sengi,Petrodromus tetradactylus,eating_fooduncertain,1,4,U,U,-12.139,38.09163,IMAG0015,02-10-15,02-10-15 20:38,02-10-15 20:41,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443818324,1443818518,1443525370,1444061475,194,292954,243151,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Four-toed sengi,Petrodromus tetradactylus,eating_fooduncertain,1,4,U,U,-12.139,38.09163,IMAG0027,03-10-15,03-10-15 0:18,03-10-15 0:24,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443831520,1443831888,1443525370,1444061475,368,306151,229955,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Crested francolin,Dendroperdix sephaena,not_eating ,1,4,A,U,-12.139,38.09163,IMAG0037,03-10-15,03-10-15 5:11,03-10-15 5:11,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443849085,1443849101,1443525370,1444061475,16,323715,212390,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,F,-12.139,38.09163,IMAG0039,03-10-15,03-10-15 6:10,03-10-15 6:19,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443852619,1443853197,1443525370,1444061475,578,327249,208856,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Violet-backed starling,Cinnyricinclus leucogaster,not_eating ,1,4,A,F,-12.139,38.09163,IMAG0053,03-10-15,03-10-15 6:14,03-10-15 6:14,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443852870,1443852884,1443525370,1444061475,14,327500,208605,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.139,38.09163,IMAG0077,03-10-15,03-10-15 6:23,03-10-15 6:31,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443853407,1443853900,1443525370,1444061475,493,328038,208068,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,U,-12.139,38.09163,IMAG0093,03-10-15,03-10-15 7:20,03-10-15 7:25,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443856854,1443857138,1443525370,1444061475,284,331484,204621,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,U,-12.139,38.09163,IMAG0113,03-10-15,03-10-15 7:27,03-10-15 7:31,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443857251,1443857498,1443525370,1444061475,248,331881,204224,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,M,-12.139,38.09163,IMAG0132,03-10-15,03-10-15 7:32,03-10-15 7:39,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443857549,1443857942,1443525370,1444061475,393,332180,203926,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,M,-12.139,38.09163,IMAG0155,03-10-15,03-10-15 8:25,03-10-15 8:38,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443860706,1443861504,1443525370,1444061475,798,335337,200769,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,eating_fooduncertain,1,4,A,M,-12.139,38.09163,IMAG0199,03-10-15,03-10-15 9:25,03-10-15 9:26,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443864344,1443864385,1443525370,1444061475,42,338974,197131,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,U,-12.139,38.09163,IMAG0217,03-10-15,03-10-15 10:05,03-10-15 10:07,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443866737,1443866832,1443525370,1444061475,96,341367,194738,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,A,F,-12.139,38.09163,IMAG0232,03-10-15,03-10-15 10:17,03-10-15 10:18,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443867432,1443867506,1443525370,1444061475,74,342063,194043,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,M,-12.139,38.09163,IMAG0297 ,03-10-15,03-10-15 13:02,03-10-15 13:08,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443877333,1443877682,1443525370,1444061475,349,351963,184142,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,M,-12.139,38.09163,IMAG0313,03-10-15,03-10-15 15:29,03-10-15 15:32,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443886191,1443886355,1443525370,1444061475,164,360821,175284,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,M,-12.139,38.09163,IMAG0320,03-10-15,03-10-15 15:35,03-10-15 15:56,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443886538,1443887781,1443525370,1444061475,1244,361168,174937,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,M,-12.139,38.09163,IMAG0335,03-10-15,03-10-15 15:58,03-10-15 16:01,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443887939,1443888065,1443525370,1444061475,126,362569,173536,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,M,-12.139,38.09163,IMAG0341,03-10-15,03-10-15 16:14,03-10-15 16:21,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443888860,1443889267,1443525370,1444061475,407,363491,172615,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,4,A,M,-12.139,38.09163,IMAG0349,03-10-15,03-10-15 17:11,03-10-15 17:11,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443892266,1443892307,1443525370,1444061475,42,366896,169209,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,4,J,M,-12.139,38.09163,IMAG0353,03-10-15,03-10-15 17:16,03-10-15 17:17,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443892616,1443892656,1443525370,1444061475,40,367246,168859,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Scaly-throated honeyguide,Indicator variegatus,wax_brood,1,4,A,U,-12.139,38.09163,IMAG0357,03-10-15,03-10-15 17:18,03-10-15 17:21,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443892707,1443892907,1443525370,1444061475,201,367337,168768,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
African civet,Civettictis civetta,wax_brood,1,4,A,U,-12.139,38.09163,IMAG0368,03-10-15,03-10-15 22:31,03-10-15 22:58,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443911516,1443913114,1443525370,1444061475,1599,386146,149959,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Four-toed sengi,Petrodromus tetradactylus,eating_fooduncertain,1,3,U,U,-12.139,38.09163,IMAG0447,03-10-15,03-10-15 23:22,03-10-15 23:39,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443914559,1443915568,1443525370,1444061475,1010,389189,146916,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Greater honeyguide,Indicator indicator,wax_brood,1,3,J,M,-12.139,38.09163,IMAG0477,04-10-15,04-10-15 5:59,04-10-15 6:01,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443938373,1443938476,1443525370,1444061475,104,413003,123102,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
Striped bush squirrel,Paraxerus flavovittis,wax_brood,1,3,A,M,-12.139,38.09163,IMAG0487,04-10-15,04-10-15 6:02,04-10-15 6:06,29-09-15 11:16,05-10-15 16:11,Ltl Acorn,Y,6,3,1443938563,1443938805,1443525370,1444061475,242,413193,122912,536105,1,civet,A,1444150472,625102,1443525370,1444061475,7.23,536105,6.205
